source_event_id,case_id,activity,from_ts,to_ts,resource,depot,area,equipment_id,equipment_type,cost_amount,priority
EVT-0000171,WO-2026-00021,Parts Ordered,2026-05-24 10:08:00,2026-05-24 10:43:00,T-101,North Depot,N-Bay-2,EQ-1631,Pump,535.25,Low
EVT-0000172,WO-2026-00021,Parts Received,2026-05-24 12:33:00,2026-05-24 14:59:00,T-101,North Depot,N-Bay-2,EQ-1631,Pump,1669.18,High
EVT-0000173,WO-2026-00021,Parts Ordered,2026-05-26 11:33:00,2026-05-26 12:19:00,T-101,North Depot,N-Bay-2,EQ-1631,Pump,620.88,Medium
EVT-0000174,WO-2026-00021,Parts Received,2026-05-26 13:12:00,2026-05-26 14:59:00,T-101,North Depot,N-Bay-2,EQ-1631,Pump,1323.48,High
EVT-0000175,WO-2026-00021,Repair Started,2026-05-26 17:12:00,2026-05-26 17:39:00,T-101,North Depot,N-Bay-2,EQ-1631,Pump,1083.82,
EVT-0000176,WO-2026-00021,Repair Completed,2026-05-27 03:12:00,2026-05-27 04:40:00,T-302,Central Depot,N-Bay-2,EQ-1631,Pump,767.54,High
EVT-0000177,WO-2026-00021,Tested,2026-05-27 07:03:00,2026-05-27 09:51:00,T-302,Central Depot,N-Bay-2,EQ-1631,Pump,726.43,High
EVT-0000178,WO-2026-00021,Returned to Service,2026-05-27 10:21:00,2026-05-27 13:20:00,T-302,Central Depot,N-Bay-2,EQ-1631,Pump,491.67,
EVT-0000179,WO-2026-00022,Fault Reported,2026-05-05 04:41:00,2026-05-05 07:18:00,T-102,North Depot,S-Field,EQ-1941,Conveyor,2317.87,
EVT-0000180,WO-2026-00022,Triaged,2026-05-05 05:14:00,2026-05-05 05:33:00,T-102,North Depot,S-Field,EQ-1941,Conveyor,2111.32,High
EVT-0000181,WO-2026-00022,Parts Ordered,2026-05-07 07:14:00,2026-05-07 09:14:00,T-201,Central Depot,S-Field,EQ-1941,Conveyor,496.49,Medium
EVT-0000182,WO-2026-00022,Parts Received,2026-05-07 10:04:00,2026-05-07 10:48:00,T-201,Central Depot,S-Field,EQ-1941,Conveyor,,
EVT-0000183,WO-2026-00022,Parts Ordered,2026-05-09 23:04:00,2026-05-10 00:43:00,T-201,Central Depot,S-Field,EQ-1941,Conveyor,169.93,Medium
EVT-0000184,WO-2026-00022,Parts Received,2026-05-09 23:40:00,2026-05-10 00:53:00,T-302,Central Depot,S-Field,EQ-1941,Conveyor,,High
EVT-0000185,WO-2026-00022,Repair Started,2026-05-10 06:40:00,2026-05-10 09:10:00,T-302,Central Depot,S-Field,EQ-1941,Conveyor,2062.68,Medium
EVT-0000186,WO-2026-00022,Repair Completed,2026-05-10 15:40:00,2026-05-10 18:39:00,T-302,Central Depot,S-Field,EQ-1941,Conveyor,202.63,
EVT-0000187,WO-2026-00022,Tested,2026-05-10 18:23:00,2026-05-10 21:02:00,T-302,Central Depot,S-Field,EQ-1941,Conveyor,453.63,Medium
EVT-0000188,WO-2026-00022,Returned to Service,2026-05-10 19:03:00,2026-05-10 20:34:00,T-302,Central Depot,S-Field,EQ-1941,Conveyor,2026.81,Medium
EVT-0000189,WO-2026-00023,Fault Reported,2026-01-31 23:27:00,2026-02-01 00:52:00,T-102,North Depot,C-Field,EQ-1611,Generator,2296.58,Low
EVT-0000190,WO-2026-00023,Triaged,2026-02-01 01:58:00,2026-02-01 04:25:00,T-102,North Depot,C-Field,EQ-1611,Generator,398.68,High
EVT-0000191,WO-2026-00023,Parts Ordered,2026-02-02 07:58:00,2026-02-02 10:13:00,T-102,North Depot,C-Field,EQ-1611,Generator,1522.30,
EVT-0000192,WO-2026-00023,Parts Received,2026-02-02 09:30:00,2026-02-02 11:52:00,T-202,Central Depot,C-Field,EQ-1611,Generator,482.24,
EVT-0000193,WO-2026-00023,Repair Started,2026-02-02 13:30:00,2026-02-02 16:16:00,T-202,Central Depot,C-Field,EQ-1611,Generator,1554.61,High
EVT-0000194,WO-2026-00023,Repair Completed,2026-02-02 18:30:00,2026-02-02 20:48:00,T-202,Central Depot,C-Field,EQ-1611,Generator,,
EVT-0000195,WO-2026-00023,Tested,2026-02-02 21:09:00,2026-02-02 22:15:00,T-202,Central Depot,C-Field,EQ-1611,Generator,2367.81,Medium
EVT-0000196,WO-2026-00023,Returned to Service,2026-02-02 22:56:00,2026-02-02 23:42:00,T-202,Central Depot,C-Field,EQ-1611,Generator,2344.15,Low
,WO-2026-00024,Fault Reported,2026-03-17 18:44:00,2026-03-17 20:52:00,T-302,South Depot,C-Bay-2,EQ-1220,Pump,310.45,Low
,WO-2026-00024,Triaged,2026-03-17 22:37:00,2026-03-18 00:22:00,T-302,South Depot,C-Bay-2,EQ-1220,Pump,2334.38,Low
,WO-2026-00024,Parts Ordered,2026-03-21 19:37:00,2026-03-21 20:41:00,T-302,South Depot,C-Bay-2,EQ-1220,Pump,1169.61,Medium
,WO-2026-00024,Parts Received,2026-03-21 22:42:00,2026-03-22 01:12:00,T-302,South Depot,C-Bay-2,EQ-1220,Pump,537.54,Medium
,WO-2026-00024,Repair Started,2026-03-22 10:42:00,2026-03-22 10:59:00,T-302,South Depot,C-Bay-2,EQ-1220,Pump,255.41,Medium
,WO-2026-00024,Repair Completed,2026-03-22 20:42:00,2026-03-22 21:54:00,T-302,South Depot,C-Bay-2,EQ-1220,Pump,,Low
,WO-2026-00024,Tested,2026-03-22 22:07:00,2026-03-23 00:25:00,T-302,South Depot,C-Bay-2,EQ-1220,Pump,1175.68,High
,WO-2026-00024,Returned to Service,2026-03-23 01:32:00,2026-03-23 02:30:00,T-302,South Depot,C-Bay-2,EQ-1220,Pump,,
EVT-0000205,WO-2026-00025,Fault Reported,2026-05-04 01:05:00,2026-05-04 01:17:00,T-102,North Depot,C-Field,EQ-1971,Pump,886.34,Low
EVT-0000206,WO-2026-00025,Triaged,2026-05-04 03:31:00,2026-05-04 06:28:00,T-102,North Depot,C-Field,EQ-1971,Pump,1154.88,
EVT-0000207,WO-2026-00025,Parts Ordered,2026-05-05 10:31:00,2026-05-05 11:52:00,T-201,Central Depot,C-Field,EQ-1971,Pump,922.54,Low
EVT-0000208,WO-2026-00025,Parts Received,2026-05-05 11:54:00,2026-05-05 12:50:00,T-201,Central Depot,C-Field,EQ-1971,Pump,821.06,
EVT-0000209,WO-2026-00025,Repair Started,2026-05-05 12:54:00,2026-05-05 15:02:00,T-201,Central Depot,C-Field,EQ-1971,Pump,,High
,WO-2026-00025,Repair Completed,2026-05-05 16:54:00,2026-05-05 17:55:00,T-301,South Depot,C-Field,EQ-1971,Pump,,Medium
EVT-0000211,WO-2026-00025,Tested,2026-05-05 19:20:00,2026-05-05 20:54:00,T-302,Central Depot,C-Field,EQ-1971,Pump,2578.18,High
EVT-0000212,WO-2026-00025,Returned to Service,2026-05-05 22:41:00,2026-05-06 01:14:00,T-302,Central Depot,C-Field,EQ-1971,Pump,,High
EVT-0000213,WO-2026-00026,Fault Reported,2026-05-10 01:52:00,2026-05-10 04:26:00,T-102,North Depot,C-Bay-1,EQ-1212,Compressor,554.71,
EVT-0000214,WO-2026-00026,Triaged,2026-05-10 03:32:00,2026-05-10 06:01:00,T-102,North Depot,C-Bay-1,EQ-1212,Compressor,446.23,Medium
EVT-0000215,WO-2026-00026,Parts Ordered,2026-05-11 07:32:00,2026-05-11 08:38:00,T-102,North Depot,C-Bay-1,EQ-1212,Compressor,,Medium
EVT-0000216,WO-2026-00026,Parts Received,2026-05-11 09:54:00,2026-05-11 10:16:00,T-102,North Depot,C-Bay-1,EQ-1212,Compressor,431.31,Low
EVT-0000217,WO-2026-00026,Parts Ordered,2026-05-13 01:54:00,2026-05-13 03:59:00,T-102,North Depot,C-Bay-1,EQ-1212,Compressor,1216.61,
EVT-0000218,WO-2026-00026,Parts Received,2026-05-13 03:33:00,2026-05-13 03:59:00,T-102,North Depot,C-Bay-1,EQ-1212,Compressor,1152.39,Low
EVT-0000219,WO-2026-00026,Repair Started,2026-05-13 14:33:00,2026-05-13 15:02:00,T-302,Central Depot,C-Bay-1,EQ-1212,Compressor,2356.84,Medium
EVT-0000220,WO-2026-00026,Repair Completed,2026-05-14 01:33:00,2026-05-14 01:39:00,T-302,Central Depot,C-Bay-1,EQ-1212,Compressor,1950.58,High
EVT-0000221,WO-2026-00026,Tested,2026-05-14 03:48:00,2026-05-14 05:40:00,T-302,Central Depot,C-Bay-1,EQ-1212,Compressor,392.71,
EVT-0000222,WO-2026-00026,Returned to Service,2026-05-14 06:02:00,2026-05-14 08:36:00,T-201,Central Depot,C-Bay-1,EQ-1212,Compressor,1992.33,Low
EVT-0000223,WO-2026-00027,Fault Reported,2026-05-19 14:02:00,2026-05-19 16:41:00,T-201,Central Depot,N-Bay-2,EQ-1233,Pump,954.42,Low
EVT-0000224,WO-2026-00027,Triaged,2026-05-19 15:23:00,2026-05-19 18:19:00,T-201,Central Depot,N-Bay-2,EQ-1233,Pump,587.55,Medium
,WO-2026-00027,Parts Ordered,2026-05-22 05:23:00,2026-05-22 05:29:00,T-301,South Depot,N-Bay-2,EQ-1233,Pump,373.28,Medium
,WO-2026-00027,Parts Received,2026-05-22 08:31:00,2026-05-22 10:58:00,T-301,South Depot,N-Bay-2,EQ-1233,Pump,1450.73,High
,WO-2026-00027,Repair Started,2026-05-22 16:31:00,2026-05-22 19:10:00,T-301,South Depot,N-Bay-2,EQ-1233,Pump,691.96,Low
,WO-2026-00027,Repair Completed,2026-05-22 17:31:00,2026-05-22 18:26:00,T-301,South Depot,N-Bay-2,EQ-1233,Pump,1376.07,High
,WO-2026-00027,Tested,2026-05-22 19:53:00,2026-05-22 20:24:00,T-301,South Depot,N-Bay-2,EQ-1233,Pump,,Low
,WO-2026-00027,Repair Started,2026-05-23 02:53:00,2026-05-23 03:44:00,T-301,South Depot,N-Bay-2,EQ-1233,Pump,2006.69,Low
,WO-2026-00027,Repair Completed,2026-05-23 03:53:00,2026-05-23 04:14:00,T-301,South Depot,N-Bay-2,EQ-1233,Pump,2070.06,High
,WO-2026-00027,Tested,2026-05-23 07:38:00,2026-05-23 08:40:00,T-301,South Depot,N-Bay-2,EQ-1233,Pump,,Low
,WO-2026-00027,Returned to Service,2026-05-23 09:59:00,2026-05-23 10:10:00,T-301,South Depot,N-Bay-2,EQ-1233,Pump,880.80,High
,WO-2026-00028,Fault Reported,2026-02-10 16:33:00,2026-02-10 19:26:00,T-301,South Depot,C-Bay-1,EQ-1064,Conveyor,,
,WO-2026-00028,Triaged,2026-02-10 17:28:00,2026-02-10 17:49:00,T-301,South Depot,C-Bay-1,EQ-1064,Conveyor,,Low
,WO-2026-00028,Parts Ordered,2026-02-14 03:28:00,2026-02-14 04:22:00,T-301,South Depot,C-Bay-1,EQ-1064,Conveyor,1133.77,Low
,WO-2026-00028,Parts Received,2026-02-14 06:45:00,2026-02-14 07:28:00,T-301,South Depot,C-Bay-1,EQ-1064,Conveyor,608.62,High
,WO-2026-00028,Repair Started,2026-02-14 10:45:00,2026-02-14 12:43:00,T-301,South Depot,C-Bay-1,EQ-1064,Conveyor,161.49,Medium
,WO-2026-00028,Repair Completed,2026-02-14 14:45:00,2026-02-14 17:44:00,T-301,South Depot,C-Bay-1,EQ-1064,Conveyor,2457.39,
,WO-2026-00028,Tested,2026-02-14 17:26:00,2026-02-14 18:34:00,T-301,South Depot,C-Bay-1,EQ-1064,Conveyor,1426.26,Low
EVT-0000241,WO-2026-00028,Returned to Service,2026-02-14 19:19:00,2026-02-14 20:16:00,T-102,North Depot,C-Bay-1,EQ-1064,Conveyor,348.29,Low
,WO-2026-00029,Fault Reported,2026-02-04 03:37:00,2026-02-04 05:52:00,T-302,South Depot,C-Bay-1,EQ-1009,Generator,,Medium
EVT-0000243,WO-2026-00029,Triaged,2026-02-04 05:11:00,2026-02-04 06:44:00,T-201,Central Depot,C-Bay-1,EQ-1009,Generator,121.41,Medium
EVT-0000244,WO-2026-00029,Parts Ordered,2026-02-06 02:11:00,2026-02-06 03:40:00,T-102,North Depot,C-Bay-1,EQ-1009,Generator,1201.43,Medium
EVT-0000245,WO-2026-00029,Parts Received,2026-02-06 05:59:00,2026-02-06 06:04:00,T-102,North Depot,C-Bay-1,EQ-1009,Generator,1029.69,Medium
EVT-0000246,WO-2026-00029,Repair Started,2026-02-06 08:59:00,2026-02-06 09:28:00,T-102,North Depot,C-Bay-1,EQ-1009,Generator,,Medium
EVT-0000247,WO-2026-00029,Repair Completed,2026-02-06 20:59:00,2026-02-06 21:31:00,T-102,North Depot,C-Bay-1,EQ-1009,Generator,291.90,High
EVT-0000248,WO-2026-00029,Tested,2026-02-07 00:06:00,2026-02-07 01:57:00,T-102,North Depot,C-Bay-1,EQ-1009,Generator,,Low
EVT-0000249,WO-2026-00029,Returned to Service,2026-02-07 04:02:00,2026-02-07 05:33:00,T-102,North Depot,C-Bay-1,EQ-1009,Generator,611.59,Medium
,WO-2026-00030,Fault Reported,2026-03-17 13:50:00,2026-03-17 14:34:00,T-301,South Depot,S-Field,EQ-1226,Pump,,
,WO-2026-00030,Triaged,2026-03-17 16:26:00,2026-03-17 17:48:00,T-301,South Depot,S-Field,EQ-1226,Pump,2049.95,
,WO-2026-00030,Parts Ordered,2026-03-20 21:26:00,2026-03-20 22:54:00,T-301,South Depot,S-Field,EQ-1226,Pump,2127.42,High
,WO-2026-00030,Parts Received,2026-03-20 22:22:00,2026-03-20 23:05:00,T-301,South Depot,S-Field,EQ-1226,Pump,165.12,
,WO-2026-00030,Repair Started,2026-03-21 02:22:00,2026-03-21 04:56:00,T-301,South Depot,S-Field,EQ-1226,Pump,,High
,WO-2026-00030,Repair Completed,2026-03-21 07:22:00,2026-03-21 08:14:00,T-301,South Depot,S-Field,EQ-1226,Pump,2554.69,Low
,WO-2026-00030,Tested,2026-03-21 09:55:00,2026-03-21 11:18:00,T-301,South Depot,S-Field,EQ-1226,Pump,160.83,Medium
,WO-2026-00030,Returned to Service,2026-03-21 10:17:00,2026-03-21 11:10:00,T-301,South Depot,S-Field,EQ-1226,Pump,558.82,Low
,WO-2026-00031,Fault Reported,2026-04-20 11:46:00,2026-04-20 12:26:00,T-301,South Depot,S-Field,EQ-1904,Pump,1983.83,High
EVT-0000259,WO-2026-00031,Triaged,2026-04-20 14:27:00,2026-04-20 16:51:00,T-302,Central Depot,S-Field,EQ-1904,Pump,229.71,Low
EVT-0000260,WO-2026-00031,Parts Ordered,2026-04-21 11:27:00,2026-04-21 14:09:00,T-302,Central Depot,S-Field,EQ-1904,Pump,1491.61,Medium
EVT-0000261,WO-2026-00031,Parts Received,2026-04-21 11:56:00,2026-04-21 13:42:00,T-302,Central Depot,S-Field,EQ-1904,Pump,2141.76,High
EVT-0000262,WO-2026-00031,Repair Started,2026-04-21 23:56:00,2026-04-22 01:20:00,T-302,Central Depot,S-Field,EQ-1904,Pump,,High
EVT-0000263,WO-2026-00031,Repair Completed,2026-04-22 08:56:00,2026-04-22 10:40:00,T-302,Central Depot,S-Field,EQ-1904,Pump,845.83,
EVT-0000264,WO-2026-00031,Tested,2026-04-22 11:11:00,2026-04-22 12:46:00,T-302,Central Depot,S-Field,EQ-1904,Pump,982.53,Low
EVT-0000265,WO-2026-00031,Repair Started,2026-04-22 23:11:00,2026-04-22 23:35:00,T-302,Central Depot,S-Field,EQ-1904,Pump,2031.85,High
EVT-0000266,WO-2026-00031,Repair Completed,2026-04-23 10:11:00,2026-04-23 11:28:00,T-302,Central Depot,S-Field,EQ-1904,Pump,,Medium
EVT-0000267,WO-2026-00031,Tested,2026-04-23 13:29:00,2026-04-23 14:08:00,T-302,Central Depot,S-Field,EQ-1904,Pump,1574.49,Low
EVT-0000268,WO-2026-00031,Returned to Service,2026-04-23 13:57:00,2026-04-23 14:32:00,T-302,Central Depot,S-Field,EQ-1904,Pump,1844.50,
EVT-0000269,WO-2026-00032,Fault Reported,2026-03-01 13:30:00,2026-03-01 15:47:00,T-201,Central Depot,C-Workshop,EQ-1471,Pump,1651.57,
EVT-0000270,WO-2026-00032,Triaged,2026-03-01 16:01:00,2026-03-01 17:42:00,T-201,Central Depot,C-Workshop,EQ-1471,Pump,1517.38,Medium
EVT-0000271,WO-2026-00032,Parts Ordered,2026-03-04 18:01:00,2026-03-04 18:17:00,T-201,Central Depot,C-Workshop,EQ-1471,Pump,1954.71,High
EVT-0000272,WO-2026-00032,Parts Received,2026-03-04 21:51:00,2026-03-04 22:48:00,T-201,Central Depot,C-Workshop,EQ-1471,Pump,591.95,High
EVT-0000273,WO-2026-00032,Repair Started,2026-03-05 01:51:00,2026-03-05 02:19:00,T-201,Central Depot,C-Workshop,EQ-1471,Pump,2283.00,High
EVT-0000274,WO-2026-00032,Repair Completed,2026-03-05 09:51:00,2026-03-05 12:23:00,T-101,North Depot,C-Workshop,EQ-1471,Pump,626.26,Low
EVT-0000275,WO-2026-00032,Tested,2026-03-05 13:08:00,2026-03-05 15:36:00,T-101,North Depot,C-Workshop,EQ-1471,Pump,2299.96,High
EVT-0000276,WO-2026-00032,Returned to Service,2026-03-05 15:46:00,2026-03-05 16:41:00,T-101,North Depot,C-Workshop,EQ-1471,Pump,274.27,Medium
EVT-0000277,WO-2026-00033,Fault Reported,2026-04-10 16:06:00,2026-04-10 18:38:00,T-302,Central Depot,N-Field,EQ-1441,Conveyor,,High
EVT-0000278,WO-2026-00033,Triaged,2026-04-10 18:35:00,2026-04-10 19:37:00,T-302,Central Depot,N-Field,EQ-1441,Conveyor,,Low
EVT-0000279,WO-2026-00033,Parts Ordered,2026-04-14 04:35:00,2026-04-14 07:28:00,T-302,Central Depot,N-Field,EQ-1441,Conveyor,913.88,
EVT-0000280,WO-2026-00033,Parts Received,2026-04-14 06:54:00,2026-04-14 09:46:00,T-302,Central Depot,N-Field,EQ-1441,Conveyor,,
EVT-0000281,WO-2026-00033,Repair Started,2026-04-14 12:54:00,2026-04-14 15:10:00,T-302,Central Depot,N-Field,EQ-1441,Conveyor,,High
EVT-0000282,WO-2026-00033,Repair Completed,2026-04-14 15:54:00,2026-04-14 17:06:00,T-302,Central Depot,N-Field,EQ-1441,Conveyor,1602.09,
EVT-0000283,WO-2026-00033,Tested,2026-04-14 18:11:00,2026-04-14 18:22:00,T-302,Central Depot,N-Field,EQ-1441,Conveyor,299.32,High
EVT-0000284,WO-2026-00033,Returned to Service,2026-04-14 21:28:00,2026-04-14 22:48:00,T-302,Central Depot,N-Field,EQ-1441,Conveyor,845.79,Low
EVT-0000285,WO-2026-00034,Fault Reported,2026-01-31 00:03:00,2026-01-31 00:39:00,T-101,North Depot,S-Field,EQ-1619,Generator,692.31,
EVT-0000286,WO-2026-00034,Triaged,2026-01-31 01:36:00,2026-01-31 02:48:00,T-101,North Depot,S-Field,EQ-1619,Generator,798.11,
EVT-0000287,WO-2026-00034,Repair Started,2026-01-31 01:36:00,2026-01-31 03:17:00,T-101,North Depot,S-Field,EQ-1619,Generator,1040.42,Medium
EVT-0000288,WO-2026-00034,Repair Completed,2026-01-31 13:36:00,2026-01-31 15:34:00,T-101,North Depot,S-Field,EQ-1619,Generator,1446.17,
EVT-0000289,WO-2026-00034,Tested,2026-01-31 15:38:00,2026-01-31 15:48:00,T-101,North Depot,S-Field,EQ-1619,Generator,2522.57,Medium
EVT-0000290,WO-2026-00034,Returned to Service,2026-01-31 18:56:00,2026-01-31 19:21:00,T-101,North Depot,S-Field,EQ-1619,Generator,523.71,Low
EVT-0000291,WO-2026-00035,Fault Reported,2026-05-06 21:10:00,2026-05-06 23:16:00,T-102,North Depot,S-Field,EQ-1886,Generator,1747.07,Low
EVT-0000292,WO-2026-00035,Triaged,2026-05-06 21:50:00,2026-05-06 23:19:00,T-102,North Depot,S-Field,EQ-1886,Generator,2292.14,
EVT-0000293,WO-2026-00035,Parts Ordered,2026-05-07 23:50:00,2026-05-08 02:30:00,T-102,North Depot,S-Field,EQ-1886,Generator,,Medium
EVT-0000294,WO-2026-00035,Parts Received,2026-05-08 03:12:00,2026-05-08 03:25:00,T-201,Central Depot,S-Field,EQ-1886,Generator,2437.66,Low
EVT-0000295,WO-2026-00035,Parts Ordered,2026-05-11 09:12:00,2026-05-11 09:50:00,T-201,Central Depot,S-Field,EQ-1886,Generator,2061.53,Low
EVT-0000296,WO-2026-00035,Parts Received,2026-05-11 13:09:00,2026-05-11 13:40:00,T-201,Central Depot,S-Field,EQ-1886,Generator,532.01,
EVT-0000297,WO-2026-00035,Repair Started,2026-05-11 18:09:00,2026-05-11 19:04:00,T-201,Central Depot,S-Field,EQ-1886,Generator,1626.64,Low
EVT-0000298,WO-2026-00035,Repair Completed,2026-05-11 23:09:00,2026-05-12 01:05:00,T-201,Central Depot,S-Field,EQ-1886,Generator,1109.21,
EVT-0000299,WO-2026-00035,Tested,2026-05-12 01:41:00,2026-05-12 02:33:00,T-201,Central Depot,S-Field,EQ-1886,Generator,1192.82,
,WO-2026-00035,Returned to Service,2026-05-12 04:24:00,2026-05-12 06:13:00,T-202,South Depot,S-Field,EQ-1886,Generator,1872.70,Medium
,WO-2026-00036,Fault Reported,2026-02-27 11:30:00,2026-02-27 13:43:00,T-302,South Depot,N-Bay-1,EQ-1678,Generator,717.55,
,WO-2026-00036,Triaged,2026-02-27 13:02:00,2026-02-27 13:39:00,T-302,South Depot,N-Bay-1,EQ-1678,Generator,1342.94,Low
,WO-2026-00036,Parts Ordered,2026-02-28 14:02:00,2026-02-28 15:40:00,T-302,South Depot,N-Bay-1,EQ-1678,Generator,,Low
EVT-0000304,WO-2026-00036,Parts Received,2026-02-28 14:47:00,2026-02-28 15:56:00,T-202,Central Depot,N-Bay-1,EQ-1678,Generator,473.56,High
EVT-0000305,WO-2026-00036,Repair Started,2026-02-28 23:47:00,2026-03-01 01:14:00,T-202,Central Depot,N-Bay-1,EQ-1678,Generator,1097.84,Low
EVT-0000306,WO-2026-00036,Repair Completed,2026-03-01 11:47:00,2026-03-01 13:31:00,T-202,Central Depot,N-Bay-1,EQ-1678,Generator,2016.49,Low
EVT-0000307,WO-2026-00036,Tested,2026-03-01 15:11:00,2026-03-01 17:14:00,T-202,Central Depot,N-Bay-1,EQ-1678,Generator,,Low
EVT-0000308,WO-2026-00036,Returned to Service,2026-03-01 17:32:00,2026-03-01 18:55:00,T-202,Central Depot,N-Bay-1,EQ-1678,Generator,1379.91,Low
EVT-0000309,WO-2026-00037,Fault Reported,2026-01-08 18:37:00,2026-01-08 20:55:00,T-102,North Depot,S-Bay-1,EQ-1122,Pump,1230.58,Low
EVT-0000310,WO-2026-00037,Triaged,2026-01-08 19:52:00,2026-01-08 21:44:00,T-102,North Depot,S-Bay-1,EQ-1122,Pump,160.61,
EVT-0000311,WO-2026-00037,Parts Ordered,2026-01-11 23:52:00,2026-01-12 01:22:00,T-102,North Depot,S-Bay-1,EQ-1122,Pump,1467.35,High
EVT-0000312,WO-2026-00037,Parts Received,2026-01-12 03:40:00,2026-01-12 04:20:00,T-201,Central Depot,S-Bay-1,EQ-1122,Pump,1801.34,High
EVT-0000313,WO-2026-00037,Repair Started,2026-01-12 05:40:00,2026-01-12 06:59:00,T-201,Central Depot,S-Bay-1,EQ-1122,Pump,,Low
EVT-0000314,WO-2026-00037,Repair Completed,2026-01-12 14:40:00,2026-01-12 15:14:00,T-201,Central Depot,S-Bay-1,EQ-1122,Pump,602.71,
EVT-0000315,WO-2026-00037,Tested,2026-01-12 17:23:00,2026-01-12 17:28:00,T-202,Central Depot,S-Bay-1,EQ-1122,Pump,,Low
EVT-0000316,WO-2026-00037,Repair Started,2026-01-12 18:23:00,2026-01-12 19:58:00,T-202,Central Depot,S-Bay-1,EQ-1122,Pump,641.50,
EVT-0000317,WO-2026-00037,Repair Completed,2026-01-12 19:23:00,2026-01-12 20:01:00,T-202,Central Depot,S-Bay-1,EQ-1122,Pump,1307.77,
EVT-0000318,WO-2026-00037,Tested,2026-01-12 20:45:00,2026-01-12 22:18:00,T-202,Central Depot,S-Bay-1,EQ-1122,Pump,925.35,High
EVT-0000319,WO-2026-00037,Returned to Service,2026-01-12 20:52:00,2026-01-12 22:15:00,T-202,Central Depot,S-Bay-1,EQ-1122,Pump,138.26,High
EVT-0000320,WO-2026-00038,Fault Reported,2026-04-13 20:08:00,2026-04-13 22:00:00,T-201,Central Depot,S-Bay-1,EQ-1038,Compressor,,
EVT-0000321,WO-2026-00038,Triaged,2026-04-13 20:31:00,2026-04-13 22:51:00,T-201,Central Depot,S-Bay-1,EQ-1038,Compressor,174.14,
EVT-0000322,WO-2026-00038,Parts Ordered,2026-04-15 02:31:00,2026-04-15 05:11:00,T-201,Central Depot,S-Bay-1,EQ-1038,Compressor,1788.13,Medium
EVT-0000323,WO-2026-00038,Parts Received,2026-04-15 05:50:00,2026-04-15 08:19:00,T-201,Central Depot,S-Bay-1,EQ-1038,Compressor,1320.03,Low
EVT-0000324,WO-2026-00038,Repair Started,2026-04-15 10:50:00,2026-04-15 11:11:00,T-101,North Depot,S-Bay-1,EQ-1038,Compressor,,Medium
EVT-0000325,WO-2026-00038,Repair Completed,2026-04-15 16:50:00,2026-04-15 17:15:00,T-101,North Depot,S-Bay-1,EQ-1038,Compressor,,Low
EVT-0000326,WO-2026-00038,Tested,2026-04-15 16:55:00,2026-04-15 17:31:00,T-101,North Depot,S-Bay-1,EQ-1038,Compressor,1944.61,Medium
EVT-0000327,WO-2026-00038,Repair Started,2026-04-16 04:55:00,2026-04-16 06:55:00,T-101,North Depot,S-Bay-1,EQ-1038,Compressor,,Medium
EVT-0000328,WO-2026-00038,Repair Completed,2026-04-16 12:55:00,2026-04-16 14:16:00,T-101,North Depot,S-Bay-1,EQ-1038,Compressor,1947.20,Medium
EVT-0000329,WO-2026-00038,Tested,2026-04-16 15:34:00,2026-04-16 16:06:00,T-101,North Depot,S-Bay-1,EQ-1038,Compressor,1343.29,
EVT-0000330,WO-2026-00038,Returned to Service,2026-04-16 16:34:00,2026-04-16 16:44:00,T-101,North Depot,S-Bay-1,EQ-1038,Compressor,2019.71,Medium
EVT-0000331,WO-2026-00039,Fault Reported,2026-02-17 14:25:00,2026-02-17 16:34:00,T-202,Central Depot,C-Field,EQ-1528,Valve Assembly,2594.43,
EVT-0000332,WO-2026-00039,Triaged,2026-02-17 15:05:00,2026-02-17 16:11:00,T-202,Central Depot,C-Field,EQ-1528,Valve Assembly,376.07,High
EVT-0000333,WO-2026-00039,Parts Ordered,2026-02-20 14:05:00,2026-02-20 16:29:00,T-202,Central Depot,C-Field,EQ-1528,Valve Assembly,1986.76,High
EVT-0000334,WO-2026-00039,Parts Received,2026-02-20 16:56:00,2026-02-20 18:48:00,T-202,Central Depot,C-Field,EQ-1528,Valve Assembly,407.57,Low
EVT-0000335,WO-2026-00039,Repair Started,2026-02-20 20:56:00,2026-02-20 21:09:00,T-202,Central Depot,C-Field,EQ-1528,Valve Assembly,,Medium
EVT-0000336,WO-2026-00039,Repair Completed,2026-02-21 01:56:00,2026-02-21 03:32:00,T-202,Central Depot,C-Field,EQ-1528,Valve Assembly,2032.68,Medium
EVT-0000337,WO-2026-00039,Tested,2026-02-21 04:27:00,2026-02-21 06:55:00,T-202,Central Depot,C-Field,EQ-1528,Valve Assembly,,Low
EVT-0000338,WO-2026-00039,Repair Started,2026-02-21 07:27:00,2026-02-21 09:25:00,T-202,Central Depot,C-Field,EQ-1528,Valve Assembly,240.08,
EVT-0000339,WO-2026-00039,Repair Completed,2026-02-21 08:27:00,2026-02-21 10:22:00,T-202,Central Depot,C-Field,EQ-1528,Valve Assembly,1542.45,High
EVT-0000340,WO-2026-00039,Tested,2026-02-21 08:51:00,2026-02-21 10:52:00,T-202,Central Depot,C-Field,EQ-1528,Valve Assembly,552.85,Low
